iteration,costs
808,"[808, 63250]"
809,"[809, 60550]"
810,"[810, 59110]"
811,"[811, 60028]"
812,"[812, 57571]"
813,"[813, 58759]"
814,"[814, 57517]"
815,"[815, 59272]"
816,"[816, 59956]"
817,"[817, 60190]"
818,"[818, 60658]"
819,"[819, 62476]"
820,"[820, 57904]"
821,"[821, 60766]"
822,"[822, 58489]"
823,"[823, 57157]"
824,"[824, 58876]"
825,"[825, 57148]"
826,"[826, 59299]"
827,"[827, 59758]"
828,"[828, 59209]"
829,"[829, 57247]"
830,"[830, 58462]"
831,"[831, 62260]"
832,"[832, 58282]"
833,"[833, 58021]"
834,"[834, 62080]"
835,"[835, 58183]"
836,"[836, 62044]"
837,"[837, 58984]"
838,"[838, 58714]"
839,"[839, 60919]"
840,"[840, 62368]"
841,"[841, 58732]"
842,"[842, 59902]"
843,"[843, 58525]"
844,"[844, 58255]"
845,"[845, 57679]"
846,"[846, 57796]"
847,"[847, 57670]"
848,"[848, 58165]"
849,"[849, 61702]"
850,"[850, 57400]"
851,"[851, 58894]"
852,"[852, 58885]"
853,"[853, 60019]"
854,"[854, 57508]"
855,"[855, 59317]"
856,"[856, 60730]"
857,"[857, 61693]"
858,"[858, 57805]"
859,"[859, 58372]"
860,"[860, 58120]"
861,"[861, 57832]"
862,"[862, 62710]"
863,"[863, 57409]"
864,"[864, 57742]"
865,"[865, 57913]"
866,"[866, 59758]"
867,"[867, 57913]"
868,"[868, 58210]"
869,"[869, 58003]"
870,"[870, 57724]"
871,"[871, 59470]"
872,"[872, 58714]"
873,"[873, 59632]"
874,"[874, 57949]"
875,"[875, 57679]"
876,"[876, 58723]"
877,"[877, 59128]"
878,"[878, 57931]"
879,"[879, 58570]"
880,"[880, 57823]"
881,"[881, 61144]"
882,"[882, 58417]"
883,"[883, 60226]"
884,"[884, 57472]"
885,"[885, 58192]"
886,"[886, 61864]"
887,"[887, 60172]"
888,"[888, 58219]"
889,"[889, 60208]"
890,"[890, 59812]"
891,"[891, 58759]"
892,"[892, 58552]"
893,"[893, 57679]"
894,"[894, 60496]"
895,"[895, 58876]"
896,"[896, 58372]"
897,"[897, 58192]"
898,"[898, 60244]"
899,"[899, 59524]"
900,"[900, 58732]"
901,"[901, 57490]"
902,"[902, 61558]"
903,"[903, 60316]"
904,"[904, 58660]"
905,"[905, 59416]"
906,"[906, 62503]"
907,"[907, 59299]"
908,"[908, 59227]"
909,"[909, 59956]"
910,"[910, 57670]"
911,"[911, 58507]"
912,"[912, 58822]"
913,"[913, 58480]"
914,"[914, 58102]"
915,"[915, 62872]"
916,"[916, 58228]"
917,"[917, 59128]"
918,"[918, 57985]"
919,"[919, 61963]"
920,"[920, 57904]"
921,"[921, 57652]"
922,"[922, 64051]"
923,"[923, 62260]"
924,"[924, 57679]"
925,"[925, 59587]"
926,"[926, 60361]"
927,"[927, 60046]"
928,"[928, 61414]"
929,"[929, 57373]"
930,"[930, 58624]"
931,"[931, 58453]"
932,"[932, 60082]"
933,"[933, 60352]"
934,"[934, 58003]"
935,"[935, 59632]"
936,"[936, 60964]"
937,"[937, 61864]"
938,"[938, 60271]"
939,"[939, 61063]"
940,"[940, 59452]"
941,"[941, 58084]"
942,"[942, 59434]"
943,"[943, 59650]"
944,"[944, 61990]"
945,"[945, 58372]"
946,"[946, 61198]"
947,"[947, 59362]"
948,"[948, 58660]"
949,"[949, 58435]"
950,"[950, 59155]"
951,"[951, 58498]"
952,"[952, 60280]"
953,"[953, 59884]"
954,"[954, 58678]"
955,"[955, 60154]"
956,"[956, 58345]"
957,"[957, 57625]"
958,"[958, 59110]"
959,"[959, 58381]"
960,"[960, 64708]"
961,"[961, 57517]"
962,"[962, 57868]"
963,"[963, 58075]"
964,"[964, 57940]"
965,"[965, 57580]"
966,"[966, 63502]"
967,"[967, 59209]"
968,"[968, 58624]"
969,"[969, 58975]"
970,"[970, 61558]"
971,"[971, 60730]"
972,"[972, 60838]"
973,"[973, 60064]"
974,"[974, 57697]"
975,"[975, 59110]"
976,"[976, 59236]"
977,"[977, 58345]"
978,"[978, 58147]"
979,"[979, 57256]"
980,"[980, 60892]"
981,"[981, 61522]"
982,"[982, 60838]"
983,"[983, 59866]"
984,"[984, 57499]"
985,"[985, 59191]"
986,"[986, 59002]"
987,"[987, 62458]"
988,"[988, 60271]"
989,"[989, 58318]"
990,"[990, 58966]"
991,"[991, 57220]"
992,"[992, 59380]"
993,"[993, 57571]"
994,"[994, 57688]"
995,"[995, 58183]"
996,"[996, 58399]"
997,"[997, 57940]"
998,"[998, 59587]"
999,"[999, 60928]"
